country_id;country_name;;country_region;country_subregion;country_google_gl;country_google_hl
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
009;United States;009;Americas;Northern America;us;en
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
007;Sri Lanka;007;Asia;Southern Asia;lk;0
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
001;Brazil;001;Americas;South America;br;pt
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
002;Canada;002;Americas;Northern America;ca;en-CA
005;Ireland;005;Europe;Northern Europe;uk;en
005;Ireland;005;Europe;Northern Europe;uk;en
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
004;Germany;004;Europe;Western Europe;de;de-DE
003;France;003;Europe;Western Europe;fr;fr-FR
003;France;003;Europe;Western Europe;fr;fr-FR
008;United Kingdom;008;Europe;Northern Europe;gb;en-GB
008;United Kingdom;008;Europe;Northern Europe;gb;en-GB
008;United Kingdom;008;Europe;Northern Europe;gb;en-GB
008;United Kingdom;008;Europe;Northern Europe;gb;en-GB
008;United Kingdom;008;Europe;Northern Europe;gb;en-GB
009;United States;009;Americas;Northern America;us;en
008;United Kingdom;008;Europe;Northern Europe;gb;en-GB
008;United Kingdom;008;Europe;Northern Europe;gb;en-GB
006;Portugal;006;Europe;Southern Europe;pt;pt-PT
006;Portugal;006;Europe;Southern Europe;pt;pt-PT
006;Portugal;006;Europe;Southern Europe;pt;pt-PT
006;Portugal;006;Europe;Southern Europe;pt;pt-PT
